,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Rent
1334,2,750,10,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,55000
1335,1,585,3,Super Area,Mumbai,Unfurnished,Family,2,39000
1336,3,1300,12,Carpet Area,Mumbai,Semi-Furnished,Family,3,100000
1337,1,350,2,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,25000
1338,1,490,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,25000
1339,2,650,5,Carpet Area,Mumbai,Unfurnished,Family,2,49500
1340,1,225,6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,21000
1341,2,850,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,110000
1342,1,385,0,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,21000
1343,2,800,2,Carpet Area,Mumbai,Unfurnished,Family,2,46700
1344,4,2500,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,400000
1345,4,1526,76,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,280000
1346,1,300,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,18000
1347,3,1800,10,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,80000
1348,2,800,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,88000
1349,3,890,20,Carpet Area,Mumbai,Furnished,Family,2,90000
1350,2,700,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,38000
1351,1,465,3,Super Area,Mumbai,Semi-Furnished,Bachelors,1,20000
1352,2,900,8,Carpet Area,Mumbai,Furnished,Family,2,140000
1353,3,1073,8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,78000
1354,1,450,4,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,21000
1355,3,1350,8,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,95000
1356,2,800,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,90000
1357,2,600,4,Carpet Area,Mumbai,Unfurnished,Bachelors,2,34000
1358,2,650,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,55000
1359,2,550,3,Carpet Area,Mumbai,Furnished,Bachelors,2,52000
1360,1,840,8,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,74999
1361,3,1121,30,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,75000
1362,2,650,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,45000
1363,1,575,14,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,22000
1364,1,475,3,Super Area,Mumbai,Furnished,Bachelors/Family,1,32000
1365,2,830,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,34000
1366,3,1337,28,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,170000
1367,1,420,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,23000
1368,1,310,0,Carpet Area,Mumbai,Unfurnished,Bachelors,1,20000
1369,3,1800,2,Carpet Area,Mumbai,Furnished,Family,4,350000
1370,3,967,14,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,90000
1371,1,505,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,55000
1372,1,275,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,15000
1373,2,640,21,Carpet Area,Mumbai,Semi-Furnished,Family,2,22000
1374,3,1500,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,60000
1375,2,850,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,49000
1376,2,900,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,34000
1377,1,430,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,24000
1378,4,1649,18,Carpet Area,Mumbai,Semi-Furnished,Family,3,270000
1379,3,1100,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,69000
1380,3,1200,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,120000
1381,2,680,5,Carpet Area,Mumbai,Unfurnished,Family,2,32000
1382,2,600,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,24000
1383,4,1560,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,100000
1384,5,4500,7,Carpet Area,Mumbai,Furnished,Bachelors,5,600000
1385,2,771,20,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,45000
1386,2,800,7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,80000
1387,2,800,5,Super Area,Mumbai,Semi-Furnished,Bachelors,2,37000
1388,3,1425,9,Carpet Area,Mumbai,Furnished,Bachelors,4,210000
1389,4,1750,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,190000
1390,1,475,11,Carpet Area,Mumbai,Unfurnished,Bachelors,2,25000
1391,4,2000,27,Carpet Area,Mumbai,Unfurnished,Bachelors,5,210000
1392,3,1375,15,Carpet Area,Mumbai,Semi-Furnished,Family,3,200000
1393,5,2800,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,310000
1394,1,650,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,26000
1395,2,600,18,Carpet Area,Mumbai,Unfurnished,Bachelors,2,27000
1396,1,649,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,26000
1397,2,950,2,Carpet Area,Mumbai,Furnished,Bachelors,2,60000
1398,1,225,7,Carpet Area,Mumbai,Unfurnished,Family,1,12000
1399,2,1000,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,180000
1400,1,330,13,Carpet Area,Mumbai,Furnished,Family,1,30000
1401,3,1200,8,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,100000
1402,3,1270,15,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,140000
1403,3,920,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,70000
1404,2,630,4,Carpet Area,Mumbai,Unfurnished,Family,2,20000
1405,2,670,4,Carpet Area,Mumbai,Furnished,Family,2,22000
1406,1,450,1,Super Area,Mumbai,Furnished,Bachelors/Family,1,32000
1407,1,265,6,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,20000
1408,2,600,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,50000
1409,2,670,7,Carpet Area,Mumbai,Unfurnished,Family,2,29000
1410,2,650,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,45000
1411,1,422,9,Carpet Area,Mumbai,Semi-Furnished,Family,2,6500
1412,2,955,8,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,55000
1413,3,1100,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,69999
1414,1,300,3,Carpet Area,Mumbai,Unfurnished,Bachelors,1,18500
1415,2,900,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,50000
1416,2,785,2,Carpet Area,Mumbai,Unfurnished,Bachelors,2,45000
1417,3,1350,20,Carpet Area,Mumbai,Furnished,Family,3,85000
1418,2,900,27,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,85000
1419,1,400,18,Carpet Area,Mumbai,Unfurnished,Bachelors,1,25000
1420,2,800,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,75000
1421,2,895,32,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,190000
1422,1,625,10,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,20000
1423,2,720,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,30000
1424,2,750,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,75000
1425,3,1663,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,350000
1426,2,660,0,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,70000
1427,2,700,0,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,32000
1428,1,377,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,22000
1429,2,650,5,Carpet Area,Mumbai,Semi-Furnished,Family,2,35000
1430,2,650,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,47000
1431,4,2080,34,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,400000
1432,2,700,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,31000
1433,1,430,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,60000
1434,2,650,15,Carpet Area,Mumbai,Unfurnished,Family,2,58000
1435,3,890,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,85000
1436,2,965,19,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,45000
1437,1,630,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,7500
1438,4,2100,35,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,250000
1439,3,1100,9,Carpet Area,Mumbai,Furnished,Family,3,150000
1440,2,730,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,80000
1441,3,1380,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,75000
1442,3,1100,17,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,66000
1443,1,450,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,45000
1444,1,500,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,22000
1445,3,1100,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,65000
1446,3,868,9,Carpet Area,Mumbai,Unfurnished,Family,3,55000
1447,2,750,6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,55000
1448,1,540,2,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,36000
1449,4,2100,21,Carpet Area,Mumbai,Furnished,Family,5,230000
1450,1,450,4,Carpet Area,Mumbai,Semi-Furnished,Family,2,22000
1451,3,1600,25,Carpet Area,Mumbai,Semi-Furnished,Family,4,170000
1452,1,560,3,Super Area,Mumbai,Semi-Furnished,Bachelors,2,34000
1453,1,500,2,Carpet Area,Mumbai,Unfurnished,Bachelors,1,45000
1454,1,305,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,14000
1455,3,970,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,75000
1456,1,480,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,7000
1457,2,720,1,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,55000
1458,2,950,7,Carpet Area,Mumbai,Semi-Furnished,Family,2,55000
1459,4,3200,24,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,700000
1460,3,1450,18,Carpet Area,Mumbai,Furnished,Family,3,140000
1461,2,774,10,Carpet Area,Mumbai,Semi-Furnished,Family,2,42000
1462,1,450,2,Super Area,Mumbai,Unfurnished,Family,1,27000
1463,3,1000,1,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,60000
1464,1,340,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,17000
1465,1,430,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,30000
1466,2,722,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,45000
1467,3,1152,12,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,90000
1468,1,641,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,25000
1469,2,810,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,70000
1470,2,800,5,Carpet Area,Mumbai,Furnished,Family,2,90000
1471,2,875,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,110000
1472,2,700,8,Super Area,Mumbai,Unfurnished,Family,2,20000
1473,1,420,0,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,35000
1474,3,1400,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,80000
1475,2,758,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,54500
1476,4,2880,45,Carpet Area,Mumbai,Unfurnished,Bachelors,5,350000
1477,1,480,7,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,45000
1478,1,550,6,Carpet Area,Mumbai,Unfurnished,Bachelors,2,38000
1479,2,900,60,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,90000
1480,1,400,8,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,22000
1481,2,760,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,70000
1482,4,2800,36,Carpet Area,Mumbai,Unfurnished,Bachelors,5,380000
1483,1,400,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,50000
1484,4,1962,18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,680000
1485,3,1100,6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,140000
1486,2,800,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,40000
1487,2,590,7,Carpet Area,Mumbai,Unfurnished,Family,2,32000
1488,2,600,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,78000
1489,4,2500,24,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,6,280000
1490,2,670,17,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,45000
1491,2,960,16,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,65000
1492,2,1500,4,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,65000
1493,1,500,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,35000
1494,3,1120,8,Carpet Area,Mumbai,Furnished,Family,2,90000
1495,4,2729,20,Carpet Area,Mumbai,Semi-Furnished,Bachelors,5,250000
1496,3,3354,0,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,70000
1497,2,800,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10500
1498,2,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,13000
1499,2,1040,4,Super Area,Bangalore,Furnished,Bachelors/Family,2,17000
1500,3,1403,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,21000
1501,2,600,3,Super Area,Bangalore,Furnished,Bachelors/Family,1,10000
1502,4,2608,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,61500
1503,2,850,1,Carpet Area,Bangalore,Semi-Furnished,Family,2,13000
1504,1,400,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,7500
1505,2,1000,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,17000
1506,3,1350,5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,25000
1507,2,800,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10500
1508,1,350,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,8000
1509,1,900,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,9500
1510,3,2000,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,50000
1511,2,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,13000
1512,1,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,13500
1513,2,700,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,13000
1514,1,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors,1,15000
1515,2,1400,0,Super Area,Bangalore,Furnished,Bachelors/Family,3,15000
1516,1,600,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,7000
1517,2,770,8,Super Area,Bangalore,Furnished,Bachelors/Family,2,25000
1518,2,900,1,Carpet Area,Bangalore,Semi-Furnished,Family,2,17000
1519,1,500,0,Super Area,Bangalore,Furnished,Bachelors/Family,1,7500
1520,2,1100,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,15000
1521,1,500,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7500
1522,3,1260,0,Super Area,Bangalore,Furnished,Bachelors/Family,3,25000
1523,3,1750,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,54000
1524,1,600,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,14500
1525,1,450,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,4500
1526,2,800,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,10500
1527,1,400,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,5500
1528,2,600,1,Carpet Area,Bangalore,Unfurnished,Bachelors,2,16000
1529,1,400,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,7000
1530,2,900,0,Super Area,Bangalore,Furnished,Bachelors/Family,2,12500
1531,2,1200,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,10000
1532,2,1045,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,18000
1533,3,1021,10,Carpet Area,Bangalore,Furnished,Bachelors,3,28000
1534,3,1200,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,12000
1535,2,1000,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,13000
1536,2,1280,2,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,50000
1537,1,450,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7000
1538,2,450,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,30000
1539,1,600,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10000
1540,2,800,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,15000
1541,1,500,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,7500
1542,3,1680,7,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,45000
1543,3,2000,23,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,65000
1544,1,500,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,12000
1545,1,500,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,7000
1546,1,800,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,9000
1547,2,1100,2,Super Area,Bangalore,Semi-Furnished,Family,2,23000
1548,2,1200,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,30000
1549,1,500,2,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1550,2,1155,3,Super Area,Bangalore,Semi-Furnished,Family,2,16000
1551,1,440,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7500
1552,2,1040,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,20000
1553,4,2900,7,Carpet Area,Bangalore,Furnished,Bachelors,4,110000
1554,3,1200,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,30000
1555,3,1600,2,Super Area,Bangalore,Semi-Furnished,Family,3,20000
1556,4,3150,8,Carpet Area,Bangalore,Unfurnished,Bachelors,4,84000
1557,2,1000,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,17000
1558,2,1200,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,15000
1559,1,400,4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,6000
1560,2,950,1,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,16000
1561,2,530,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,9500
1562,1,300,0,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1563,2,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,15000
1564,1,450,3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,12000
1565,1,600,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,10000
1566,2,1100,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,16000
1567,1,400,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,11000
1568,2,700,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,11000
1569,2,1105,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,20000
1570,3,1430,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,24000
1571,2,850,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,14500
1572,1,650,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,4000
1573,2,1200,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,12000
1574,2,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,8500
1575,1,400,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,9000
1576,4,2800,0,Carpet Area,Bangalore,Furnished,Family,4,180000
1577,2,1100,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10500
1578,2,900,1,Super Area,Bangalore,Unfurnished,Bachelors,2,12000
1579,3,1300,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,32000
1580,2,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,15000
1581,3,1000,1,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,21000
1582,2,900,0,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,12000
1583,1,800,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,7000
1584,2,750,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,15000
1585,2,1100,2,Carpet Area,Bangalore,Unfurnished,Bachelors,2,11400
1586,2,1200,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,15000
1587,2,1000,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,19000
1588,2,1000,4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,27000
1589,3,2000,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,48000
1590,1,550,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7000
1591,2,1130,0,Super Area,Bangalore,Unfurnished,Family,2,15000
1592,2,600,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10000
1593,1,100,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7000
1594,2,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,9000
1595,1,600,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1596,2,1200,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,35000
1597,2,850,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,16000
1598,1,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,4500
1599,2,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,16000
1600,2,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,10000
1601,1,400,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1602,1,400,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,6000
1603,2,1000,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,13000
1604,2,1200,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10000
1605,3,1603,6,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,55000
1606,3,1200,0,Super Area,Bangalore,Semi-Furnished,Family,3,15000
1607,1,420,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,12000
1608,2,1200,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,9000
1609,3,1771,10,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,36000
1610,3,1200,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,37000
1611,2,700,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,6000
1612,1,610,10,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,17000
1613,1,800,3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1614,1,550,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7500
1615,2,750,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,9500
1616,2,700,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,13500
1617,1,600,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,9000
1618,1,360,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,7000
1619,2,800,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,12000
1620,4,3700,18,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,5,100000
1621,2,1200,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,12000
1622,1,480,2,Super Area,Bangalore,Furnished,Bachelors/Family,1,8500
1623,2,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,18000
1624,1,800,0,Super Area,Bangalore,Semi-Furnished,Family,1,11000
1625,3,900,2,Super Area,Bangalore,Furnished,Bachelors/Family,2,18000
1626,3,1450,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,17000
1627,1,400,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,6500
1628,2,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,11500
1629,2,1000,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,22000
1630,1,450,3,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,13000
1631,3,773,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,20000
1632,2,1200,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10000
1633,2,1000,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,15000
1634,1,150,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1635,2,865,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,12000
1636,1,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,20000
1637,2,800,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,20000
1638,1,200,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,8000
1639,1,600,1,Carpet Area,Bangalore,Unfurnished,Bachelors,2,11000
1640,3,1840,5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,40000
1641,2,800,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10000
1642,3,1600,2,Carpet Area,Bangalore,Semi-Furnished,Family,2,30000
1643,2,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
1644,2,1100,3,Carpet Area,Bangalore,Unfurnished,Bachelors,2,15000
1645,2,950,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,12000
1646,2,905,3,Super Area,Bangalore,Semi-Furnished,Family,2,12000
1647,3,1200,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,20000
1648,3,1000,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,13000
1649,2,1080,1,Super Area,Bangalore,Furnished,Bachelors/Family,2,17500
1650,1,600,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,8000
1651,2,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,8500
1652,1,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7500
1653,2,1100,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,22000
1654,1,300,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,6000
1655,2,1200,3,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,32900
1656,2,800,1,Super Area,Bangalore,Furnished,Bachelors/Family,1,15000
1657,2,535,3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,10000
1658,2,800,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,10000
